PESEL,First Name,Last Name,Power Consumption (kWh),House Size (m2),Lokalizacja
05241018098,Michał,Woźniak,1783.86,109,Pomorskie
90031816916,Maria,Kamiński,2955.97,132,Łódzkie
37101463762,Katarzyna,Zieliński,1366.65,158,Pomorskie
45062539008,Michał,Lewandowski,2994.8,295,Świętokrzyskie
79031032269,Zofia,Zieliński,1109.27,79,Śląskie
06251646682,Anna,Woźniak,4361.06,228,Kujawsko-Pomorskie
34021892797,Tomasz,Zieliński,3345.35,122,Świętokrzyskie
37121633431,Jan,Dąbrowski,2656.8,78,Mazowieckie
97061272071,Maria,Nowak,1997.19,274,Kujawsko-Pomorskie
36072214531,Zofia,Kamiński,4394.43,296,Zachodniopomorskie
85092471899,Zofia,Sikora,2253.22,129,Śląskie
35032697740,Piotr,Kowalski,1493.36,180,Podlaskie
80082465405,Michał,Kamiński,4776.73,243,Lubelskie
61102840864,Tomasz,Dąbrowski,3588.41,164,Dolnośląskie
90122819477,Zofia,Kowalski,3064.13,115,Lubuskie
05241114657,Jan,Kowalski,4222.16,108,Lubuskie
42071883832,Michał,Kowalski,4034.77,91,Śląskie
31100564950,Maria,Szymański,4868.53,294,Mazowieckie
42050494578,Zofia,Nowak,1723.3,206,Kujawsko-Pomorskie
67070620459,Agnieszka,Dąbrowski,3830.15,181,Śląskie
66050786154,Agnieszka,Szymański,3636.62,232,Świętokrzyskie
33080439118,Michał,Zieliński,4455.31,291,Warmińsko-Mazurskie
31080662950,Tomasz,Nowak,1114.97,207,Opolskie
43111428149,Maria,Kamiński,1856.11,201,Śląskie
92030859817,Anna,Sikora,1087.09,277,Podlaskie
83090543620,Jan,Kowalski,2597.75,146,Lubuskie
35020170644,Maria,Kowalski,2636.65,119,Małopolskie
91111166019,Anna,Woźniak,3289.43,136,Podkarpackie
38111954831,Piotr,Kowalski,3868.2,288,Opolskie
90020383957,Zofia,Dąbrowski,1768.31,144,Lubuskie
66122216538,Tomasz,Dąbrowski,4767.24,87,Lubelskie
93082790325,Maria,Nowak,1279.31,242,Mazowieckie
61012587914,Maria,Dąbrowski,4768.1,184,Lubuskie
41051821420,Michał,Sikora,4757.57,103,Podkarpackie
51020469535,Piotr,Nowak,4241.01,130,Podkarpackie
62121445977,Anna,Woźniak,4872.22,94,Wielkopolskie
34080175297,Michał,Lewandowski,4831.39,109,Wielkopolskie
75031466194,Krzysztof,Kowalski,1757.15,129,Mazowieckie
88112420325,Anna,Kamiński,2237.76,290,Mazowieckie
74030554718,Krzysztof,Woźniak,3018.17,183,Lubelskie
60120513055,Agnieszka,Dąbrowski,4479.84,264,Świętokrzyskie
31071767226,Anna,Woźniak,1947.3,271,Zachodniopomorskie
72042555790,Piotr,Kamiński,4243.64,200,Lubelskie
71010977507,Tomasz,Kamiński,3634.94,90,Warmińsko-Mazurskie
80042257345,Krzysztof,Nowak,1372.88,241,Małopolskie
78060189791,Zofia,Wiśniewski,3190.74,199,Podlaskie
76110731480,Maria,Kowalski,2965.28,177,Dolnośląskie
77012831298,Katarzyna,Kowalski,3098.29,137,Małopolskie
33061913026,Michał,Wiśniewski,2947.24,160,Małopolskie
63101590894,Jan,Zieliński,2387.5,294,Podkarpackie
35110722256,Katarzyna,Lewandowski,2494.95,50,Mazowieckie
76051828832,Piotr,Kowalski,3795.67,91,Śląskie
97051685692,Michał,Sikora,1169.65,122,Małopolskie
45021377957,Anna,Sikora,4960.36,159,Świętokrzyskie
50072795230,Krzysztof,Sikora,4392.7,117,Dolnośląskie
64031276654,Tomasz,Nowak,1355.7,155,Zachodniopomorskie
93081187175,Jan,Lewandowski,2010.65,280,Kujawsko-Pomorskie
74120883337,Katarzyna,Woźniak,1035.5,270,Świętokrzyskie
62031428514,Krzysztof,Zieliński,2264.67,127,Dolnośląskie
83031377783,Michał,Szymański,1241.19,256,Małopolskie
68120771686,Anna,Lewandowski,1978.74,103,Łódzkie
29031842096,Maria,Kamiński,4842.16,116,Podlaskie
39072798832,Katarzyna,Kowalski,4254.68,210,Lubuskie
52062585434,Piotr,Zieliński,4435.05,215,Pomorskie
88022436544,Krzysztof,Kamiński,2212.25,230,Lubelskie
89101531637,Krzysztof,Lewandowski,1405.26,176,Pomorskie
38011339651,Zofia,Dąbrowski,1028.97,238,Opolskie
68060181695,Krzysztof,Lewandowski,2403.01,131,Kujawsko-Pomorskie
95041584187,Jan,Sikora,4092.29,129,Łódzkie
04212462933,Tomasz,Kowalski,1319.25,285,Pomorskie
91022442185,Tomasz,Dąbrowski,1553.98,137,Zachodniopomorskie
04242511661,Zofia,Szymański,2076.72,125,Opolskie
85102442796,Krzysztof,Wiśniewski,4491.33,110,Łódzkie
82051291057,Anna,Sikora,2032.11,284,Wielkopolskie
91070590199,Krzysztof,Sikora,2689.16,51,Podlaskie
95091539151,Jan,Dąbrowski,1148.89,199,Opolskie
68092747227,Maria,Lewandowski,1238.43,256,Wielkopolskie
30071225787,Krzysztof,Woźniak,1411.2,79,Pomorskie
38062166749,Maria,Woźniak,2111.69,258,Śląskie
89042049954,Katarzyna,Sikora,2741.88,69,Warmińsko-Mazurskie
91101958259,Michał,Nowak,4903.67,203,Podkarpackie
70022440034,Agnieszka,Szymański,3907.81,241,Małopolskie
72092624839,Anna,Nowak,2366.88,114,Świętokrzyskie
56032841168,Michał,Lewandowski,2031.58,296,Mazowieckie
92012551159,Zofia,Wiśniewski,3704.04,261,Podkarpackie
40052189535,Anna,Nowak,3514.25,298,Opolskie
49112047215,Michał,Kamiński,3977.18,218,Podkarpackie
88050739574,Agnieszka,Nowak,2081.26,114,Łódzkie
02210255920,Agnieszka,Dąbrowski,2682.94,145,Zachodniopomorskie
75022044547,Agnieszka,Wiśniewski,4162.94,98,Podlaskie
70042043444,Piotr,Nowak,2606.3,248,Pomorskie
67100574525,Michał,Lewandowski,1138.41,62,Lubelskie
77010910269,Zofia,Sikora,2091.74,96,Małopolskie
66111127641,Michał,Sikora,2383.45,137,Podlaskie
95040210748,Krzysztof,Zieliński,2975.69,53,Kujawsko-Pomorskie
67031231344,Maria,Lewandowski,3125.7,130,Wielkopolskie
92012899419,Katarzyna,Kowalski,1464.22,244,Podkarpackie
03271776498,Tomasz,Szymański,1905.2,205,Dolnośląskie
70122722539,Zofia,Nowak,1157.27,241,Lubelskie
49021521187,Krzysztof,Kowalski,2880.66,248,Warmińsko-Mazurskie
39041862665,Tomasz,Zieliński,3960.57,60,Kujawsko-Pomorskie
96050172046,Piotr,Wiśniewski,3479.92,137,Podkarpackie
68101539180,Zofia,Sikora,3126.58,100,Zachodniopomorskie
41101714452,Piotr,Lewandowski,1426.1,280,Zachodniopomorskie
90122735571,Zofia,Kamiński,3506.77,99,Łódzkie
73112036131,Maria,Dąbrowski,1173.19,245,Wielkopolskie
69122026590,Zofia,Dąbrowski,4319.14,188,Podkarpackie
77052247220,Michał,Kowalski,4546.3,86,Pomorskie
93100552878,Zofia,Zieliński,3650.37,286,Warmińsko-Mazurskie
75112266343,Jan,Wiśniewski,2379.22,96,Lubuskie
93062248666,Maria,Lewandowski,2796.37,300,Wielkopolskie
00240353405,Agnieszka,Wiśniewski,1631.97,282,Mazowieckie
81091382875,Tomasz,Zieliński,4430.1,193,Zachodniopomorskie
58031241796,Katarzyna,Szymański,4561.13,271,Łódzkie
52011840762,Piotr,Wiśniewski,4702.54,215,Świętokrzyskie
45091066232,Tomasz,Sikora,2738.56,109,Kujawsko-Pomorskie
90101630783,Krzysztof,Kamiński,4792.17,73,Małopolskie
72070632724,Zofia,Lewandowski,3296.07,299,Lubelskie
33061969317,Krzysztof,Szymański,2571.91,227,Śląskie
86112645487,Krzysztof,Lewandowski,1347.41,68,Opolskie
58082151154,Agnieszka,Wiśniewski,3073.9,198,Łódzkie
86031252649,Jan,Nowak,2037.22,54,Łódzkie
83080326523,Jan,Szymański,2188.39,242,Mazowieckie
74100180838,Michał,Zieliński,4892.83,120,Podlaskie
50121428780,Katarzyna,Dąbrowski,4960.19,106,Świętokrzyskie
69062278349,Agnieszka,Lewandowski,2520.06,164,Lubuskie
96052253527,Michał,Lewandowski,2956.82,71,Dolnośląskie
03320542377,Piotr,Szymański,2276.09,244,Łódzkie
91071349402,Michał,Lewandowski,2158.81,78,Lubelskie
84022877189,Agnieszka,Lewandowski,4628.51,99,Podlaskie
54011489295,Piotr,Kamiński,4003.75,85,Świętokrzyskie
57080394844,Zofia,Woźniak,1390.62,216,Podkarpackie
67030519386,Katarzyna,Nowak,3274.08,94,Dolnośląskie
58072459527,Katarzyna,Dąbrowski,3074.52,292,Lubuskie
98121162879,Katarzyna,Zieliński,3543.58,100,Opolskie
32060225231,Anna,Szymański,4818.77,139,Opolskie
87020144136,Piotr,Kamiński,4621.59,201,Pomorskie
48041059085,Zofia,Kowalski,4712.53,150,Podlaskie
79022351119,Zofia,Zieliński,4541.51,211,Kujawsko-Pomorskie
76051435377,Jan,Kowalski,4231.75,130,Opolskie
72082763423,Krzysztof,Zieliński,4327.43,72,Śląskie
05262174472,Jan,Woźniak,4442.98,61,Warmińsko-Mazurskie
69041536109,Maria,Wiśniewski,3383.38,266,Opolskie
86062640255,Anna,Dąbrowski,2604.12,86,Warmińsko-Mazurskie
65020359105,Anna,Dąbrowski,3203.23,162,Łódzkie
78120662754,Maria,Lewandowski,4178.58,240,Łódzkie
73030473276,Maria,Woźniak,3164.41,125,Warmińsko-Mazurskie
30072011631,Katarzyna,Lewandowski,4805.23,254,Lubuskie
65042149412,Jan,Nowak,1918.75,97,Mazowieckie
34070860082,Krzysztof,Szymański,2899.5,67,Pomorskie
46081160383,Katarzyna,Wiśniewski,4075.68,244,Podkarpackie
56091716461,Krzysztof,Kamiński,2807.45,238,Łódzkie
32070322649,Piotr,Kamiński,4264.0,122,Lubelskie
64012492824,Jan,Nowak,3415.67,146,Śląskie
98022689811,Anna,Kowalski,3868.5,66,Małopolskie
39040778644,Maria,Kamiński,4631.52,169,Podkarpackie
53040327943,Michał,Lewandowski,3561.26,69,Łódzkie
36111327679,Michał,Sikora,1272.94,98,Podlaskie
62072266810,Jan,Woźniak,3854.91,162,Śląskie
70100959324,Agnieszka,Kamiński,1050.41,253,Łódzkie
98040136508,Krzysztof,Sikora,3720.68,128,Kujawsko-Pomorskie
92090711939,Michał,Szymański,1184.99,229,Podlaskie
00292445237,Tomasz,Zieliński,2045.94,187,Mazowieckie
05220995992,Jan,Woźniak,1980.78,298,Warmińsko-Mazurskie
95100259946,Michał,Wiśniewski,4186.02,223,Małopolskie
61022820126,Zofia,Sikora,2234.78,139,Kujawsko-Pomorskie
74060912364,Katarzyna,Nowak,4645.72,256,Łódzkie
68091758178,Tomasz,Lewandowski,4621.42,250,Świętokrzyskie
70050747310,Jan,Zieliński,3247.03,176,Podkarpackie
40082871857,Agnieszka,Zieliński,2514.18,162,Kujawsko-Pomorskie
78071682096,Maria,Wiśniewski,2676.33,265,Podlaskie
79081323287,Maria,Wiśniewski,2473.67,244,Podlaskie
39060741237,Anna,Szymański,3847.38,107,Opolskie
93022442936,Tomasz,Kamiński,3243.43,132,Warmińsko-Mazurskie
06241450257,Krzysztof,Kowalski,3677.13,57,Śląskie
68052337192,Maria,Zieliński,2024.97,189,Pomorskie
03270326335,Maria,Lewandowski,1841.26,65,Pomorskie
55091836115,Anna,Kowalski,4143.9,123,Mazowieckie
98032336516,Krzysztof,Wiśniewski,1849.09,300,Wielkopolskie
00262787116,Piotr,Sikora,2268.46,56,Opolskie
04251672010,Jan,Kowalski,3559.27,137,Mazowieckie
99041166978,Katarzyna,Kamiński,3823.94,81,Śląskie
86102123438,Katarzyna,Wiśniewski,3183.42,80,Podkarpackie
84071265904,Zofia,Kowalski,4461.22,210,Zachodniopomorskie
91071439413,Maria,Szymański,1162.98,58,Małopolskie
05222195932,Zofia,Nowak,3500.42,106,Opolskie
71021737792,Maria,Wiśniewski,1524.87,173,Podkarpackie
51041341245,Michał,Szymański,1978.57,274,Opolskie
69041431060,Agnieszka,Sikora,4730.34,66,Zachodniopomorskie
44021270758,Tomasz,Kowalski,1982.74,290,Mazowieckie
49060898327,Katarzyna,Sikora,4158.54,144,Kujawsko-Pomorskie
01252234430,Anna,Kowalski,2429.48,243,Warmińsko-Mazurskie
86122843633,Maria,Kowalski,1127.79,137,Kujawsko-Pomorskie
41081338633,Michał,Sikora,3464.06,252,Opolskie
56100442330,Anna,Lewandowski,1592.58,55,Śląskie
66070540284,Michał,Kamiński,3975.85,220,Dolnośląskie
35101177412,Piotr,Dąbrowski,3742.02,101,Podlaskie
05242636338,Piotr,Kamiński,1425.68,293,Warmińsko-Mazurskie
43020410284,Jan,Nowak,4196.34,266,Podkarpackie
02252376797,Anna,Sikora,3446.41,158,Pomorskie
45051351385,Agnieszka,Nowak,2673.84,261,Śląskie
59092387250,Krzysztof,Kamiński,2610.98,149,Dolnośląskie
70010817628,Anna,Kamiński,4176.14,171,Wielkopolskie
59021557099,Agnieszka,Dąbrowski,4928.63,54,Wielkopolskie
60011518741,Anna,Kowalski,4886.69,139,Kujawsko-Pomorskie
55110399582,Piotr,Nowak,4218.48,188,Kujawsko-Pomorskie
54030683890,Jan,Nowak,1249.83,200,Lubelskie
44031394404,Tomasz,Dąbrowski,2637.57,182,Pomorskie
37012143700,Zofia,Wiśniewski,4478.75,187,Zachodniopomorskie
52071287567,Katarzyna,Kowalski,1384.94,197,Wielkopolskie
95031816560,Michał,Szymański,1434.01,192,Podlaskie
82021399899,Piotr,Dąbrowski,2269.62,224,Świętokrzyskie
87020278273,Jan,Kamiński,1824.94,191,Podlaskie
88122818084,Anna,Nowak,2687.3,263,Łódzkie
86010871188,Zofia,Zieliński,1904.25,154,Łódzkie
58011619395,Zofia,Zieliński,3596.41,198,Dolnośląskie
37041925751,Jan,Woźniak,1598.55,273,Kujawsko-Pomorskie
41061243540,Maria,Zieliński,2366.74,106,Śląskie
44101261825,Katarzyna,Szymański,2402.11,282,Lubelskie
55051511607,Agnieszka,Zieliński,2162.84,182,Dolnośląskie
76071061857,Michał,Nowak,2195.02,187,Podlaskie
83110357352,Zofia,Kamiński,3693.46,93,Śląskie
37052548448,Piotr,Dąbrowski,1859.43,63,Dolnośląskie
82070578434,Piotr,Szymański,3236.71,117,Wielkopolskie
41021820228,Anna,Zieliński,4976.32,148,Kujawsko-Pomorskie
41031172142,Tomasz,Zieliński,3685.71,108,Małopolskie
70061538499,Michał,Nowak,4363.16,51,Małopolskie
30102617581,Michał,Szymański,4389.44,206,Podkarpackie
64031117025,Krzysztof,Kowalski,1590.78,97,Zachodniopomorskie
59081074550,Jan,Kamiński,1715.65,255,Podlaskie
99022863049,Jan,Szymański,1441.82,144,Śląskie
57061820940,Tomasz,Kamiński,1516.22,279,Śląskie
06241413951,Krzysztof,Kamiński,4077.63,75,Zachodniopomorskie
98072790763,Anna,Wiśniewski,4410.22,166,Warmińsko-Mazurskie
30021944786,Agnieszka,Lewandowski,1495.63,103,Wielkopolskie
36050472531,Katarzyna,Zieliński,3930.98,144,Łódzkie
31050438103,Anna,Nowak,2700.36,275,Podlaskie
03241930729,Krzysztof,Zieliński,3425.83,94,Podkarpackie
31011915548,Tomasz,Zieliński,2425.34,91,Kujawsko-Pomorskie
48080179403,Anna,Lewandowski,3129.89,298,Świętokrzyskie
64072155561,Anna,Kamiński,2524.06,101,Podkarpackie
98060912292,Michał,Lewandowski,2790.66,213,Opolskie
75042593852,Katarzyna,Lewandowski,2757.33,224,Podkarpackie
49052886251,Anna,Woźniak,1388.76,107,Pomorskie
83042262177,Jan,Lewandowski,2753.55,94,Łódzkie
84061793462,Maria,Lewandowski,3216.11,188,Mazowieckie
70102184535,Katarzyna,Woźniak,1453.55,176,Świętokrzyskie
86022342924,Katarzyna,Kowalski,1191.7,224,Podkarpackie
79051250559,Piotr,Wiśniewski,3119.17,256,Lubuskie
73032065800,Tomasz,Wiśniewski,2213.41,211,Lubuskie
30050724445,Maria,Sikora,1018.55,148,Opolskie
65052082626,Piotr,Woźniak,1441.74,85,Podlaskie
05310524901,Katarzyna,Szymański,4707.24,265,Świętokrzyskie
76032368706,Maria,Kamiński,4169.39,236,Warmińsko-Mazurskie
30090565172,Krzysztof,Wiśniewski,4067.99,167,Dolnośląskie
72062561883,Katarzyna,Wiśniewski,2821.03,188,Opolskie
86052288010,Piotr,Sikora,3472.01,172,Lubuskie
84030548565,Maria,Kamiński,2710.35,216,Opolskie
68030735495,Michał,Wiśniewski,1945.93,209,Podkarpackie
88092187232,Michał,Kowalski,4390.24,238,Małopolskie
39090794788,Michał,Woźniak,3760.43,174,Pomorskie
38072571227,Michał,Sikora,4147.7,176,Zachodniopomorskie
05221760382,Krzysztof,Wiśniewski,4663.07,122,Lubelskie
41121417098,Tomasz,Lewandowski,2227.35,219,Warmińsko-Mazurskie
80060985901,Piotr,Dąbrowski,3412.27,203,Opolskie
70082742255,Zofia,Kowalski,4768.79,116,Wielkopolskie
43041333201,Anna,Dąbrowski,2918.87,255,Małopolskie
55122449743,Tomasz,Kowalski,2815.9,244,Podkarpackie
90091414523,Katarzyna,Woźniak,3494.47,256,Mazowieckie
69030384887,Piotr,Lewandowski,4547.72,54,Świętokrzyskie
97011660512,Anna,Nowak,4468.92,141,Małopolskie
67071015120,Maria,Woźniak,3400.85,53,Śląskie
76010455639,Michał,Kamiński,1567.35,288,Wielkopolskie
63090460031,Agnieszka,Kamiński,4170.25,145,Dolnośląskie
54092712066,Tomasz,Wiśniewski,4561.34,256,Lubelskie
67041391579,Katarzyna,Dąbrowski,3721.81,145,Kujawsko-Pomorskie
85072110491,Piotr,Dąbrowski,1999.22,92,Świętokrzyskie
49091431012,Krzysztof,Woźniak,3965.59,96,Podkarpackie
33120775558,Zofia,Lewandowski,4528.12,76,Świętokrzyskie
65052658168,Piotr,Wiśniewski,4426.78,80,Opolskie
06321696601,Zofia,Szymański,4608.73,238,Łódzkie
35102848177,Tomasz,Sikora,1916.89,70,Pomorskie
02242339575,Piotr,Kamiński,3923.84,179,Warmińsko-Mazurskie
73072463381,Michał,Lewandowski,2007.28,266,Dolnośląskie
01230287698,Tomasz,Zieliński,1318.43,148,Podkarpackie
29111277228,Anna,Sikora,1248.76,111,Podkarpackie
81010647797,Michał,Dąbrowski,1072.51,265,Łódzkie
97090428841,Jan,Sikora,2388.29,112,Kujawsko-Pomorskie
84040359740,Michał,Lewandowski,2399.62,263,Opolskie
35041089206,Anna,Kamiński,2502.06,122,Opolskie
02251577700,Jan,Dąbrowski,1883.35,152,Śląskie
87031591013,Zofia,Sikora,3398.75,130,Lubuskie
70110895968,Zofia,Lewandowski,4579.84,115,Dolnośląskie
97021087712,Katarzyna,Szymański,3700.74,300,Podkarpackie
86080543156,Tomasz,Sikora,1858.19,114,Pomorskie
97021516807,Anna,Woźniak,1482.89,196,Małopolskie
74100793997,Katarzyna,Sikora,1542.38,274,Małopolskie
70010141691,Maria,Sikora,3952.02,270,Mazowieckie
74021699635,Maria,Zieliński,4004.85,208,Opolskie
98071851241,Anna,Lewandowski,2683.37,187,Dolnośląskie
92022583342,Piotr,Zieliński,2423.3,70,Śląskie
30090320416,Anna,Dąbrowski,4481.58,130,Dolnośląskie
72070130857,Tomasz,Kamiński,2482.34,200,Łódzkie
32011194894,Zofia,Wiśniewski,4418.08,235,Opolskie
83052159274,Krzysztof,Szymański,1226.95,202,Kujawsko-Pomorskie
60062371971,Katarzyna,Kamiński,2333.56,267,Świętokrzyskie
04272072798,Tomasz,Szymański,4816.2,125,Opolskie
79091441500,Zofia,Nowak,3797.21,120,Kujawsko-Pomorskie
81120988764,Krzysztof,Sikora,2678.27,116,Opolskie
65010320328,Jan,Kowalski,3748.42,132,Świętokrzyskie
89040845743,Anna,Lewandowski,3278.18,245,Mazowieckie
82030894808,Tomasz,Sikora,2930.81,157,Podkarpackie
82041034484,Maria,Woźniak,4648.22,65,Zachodniopomorskie
43010992543,Katarzyna,Wiśniewski,3593.37,202,Kujawsko-Pomorskie
77112697536,Piotr,Dąbrowski,3335.84,264,Łódzkie
94082547429,Zofia,Sikora,2490.58,233,Świętokrzyskie
84042172903,Maria,Zieliński,3241.46,135,Świętokrzyskie
93090829699,Piotr,Kamiński,4310.05,177,Podkarpackie
69030620220,Anna,Lewandowski,2798.16,83,Śląskie
40120418680,Zofia,Zieliński,4484.59,115,Opolskie
93110148430,Tomasz,Zieliński,1763.47,260,Pomorskie
64062254658,Zofia,Nowak,1292.9,213,Zachodniopomorskie
69062087903,Maria,Lewandowski,4501.68,297,Wielkopolskie
71070754005,Jan,Woźniak,3273.67,279,Świętokrzyskie
52091236433,Jan,Zieliński,1473.39,220,Wielkopolskie
77020396299,Katarzyna,Lewandowski,1603.54,85,Wielkopolskie
30111246521,Piotr,Szymański,4727.67,280,Lubelskie
66022454249,Zofia,Lewandowski,3045.45,169,Łódzkie
62112148519,Jan,Woźniak,2718.17,95,Zachodniopomorskie
95110126856,Maria,Wiśniewski,4895.13,165,Lubelskie
29071472589,Piotr,Nowak,1352.37,154,Warmińsko-Mazurskie
93081147692,Jan,Kowalski,3440.11,91,Lubelskie
63112791660,Tomasz,Woźniak,1275.28,62,Mazowieckie
45120528616,Tomasz,Kowalski,3564.67,238,Łódzkie
55041779644,Jan,Lewandowski,1203.51,111,Śląskie
88030158162,Tomasz,Sikora,3637.48,157,Zachodniopomorskie
69071212590,Krzysztof,Kamiński,2349.35,239,Opolskie
85101415838,Anna,Wiśniewski,4061.93,160,Lubuskie
50070375580,Katarzyna,Szymański,2002.03,238,Mazowieckie
31021442625,Zofia,Sikora,2774.3,216,Zachodniopomorskie
54020148569,Zofia,Kamiński,1100.9,199,Kujawsko-Pomorskie
77030486478,Agnieszka,Szymański,4301.16,299,Zachodniopomorskie
62030335099,Piotr,Lewandowski,3875.29,76,Wielkopolskie
98120149949,Tomasz,Kowalski,4771.54,95,Małopolskie
82051859857,Katarzyna,Woźniak,1072.55,127,Lubuskie
33071440103,Jan,Kowalski,2194.48,162,Mazowieckie
37081933817,Zofia,Wiśniewski,3679.83,53,Pomorskie
02252169816,Zofia,Kamiński,1131.94,282,Warmińsko-Mazurskie
75060361578,Michał,Nowak,2208.21,163,Pomorskie
72121739350,Katarzyna,Nowak,4902.3,300,Lubelskie
97101147077,Jan,Nowak,1656.94,189,Świętokrzyskie
49052832160,Krzysztof,Sikora,4780.0,163,Opolskie
82030236862,Zofia,Kamiński,3924.56,178,Podkarpackie
42071274708,Katarzyna,Wiśniewski,4173.06,164,Opolskie
75100195147,Agnieszka,Kowalski,1735.17,286,Wielkopolskie
48012854464,Katarzyna,Kamiński,2753.66,76,Mazowieckie
84102685538,Tomasz,Szymański,4052.58,260,Wielkopolskie
65101452969,Anna,Woźniak,1926.31,241,Opolskie
94090333247,Piotr,Lewandowski,4313.67,229,Podlaskie
04241567540,Michał,Kowalski,3012.56,207,Lubelskie
01281113201,Katarzyna,Zieliński,3250.4,136,Pomorskie
39041167319,Anna,Dąbrowski,3022.76,182,Zachodniopomorskie
00241160752,Katarzyna,Lewandowski,3594.76,129,Opolskie
59110743013,Krzysztof,Wiśniewski,3324.97,233,Lubelskie
84102363591,Anna,Kowalski,1335.94,144,Lubuskie
63060222256,Michał,Sikora,2154.2,69,Mazowieckie
04251039105,Tomasz,Wiśniewski,4628.11,181,Śląskie
56060233726,Agnieszka,Dąbrowski,2980.18,175,Zachodniopomorskie
38031885680,Agnieszka,Dąbrowski,2267.49,104,Warmińsko-Mazurskie
68040160078,Krzysztof,Wiśniewski,1508.83,287,Opolskie
60120650822,Zofia,Dąbrowski,1031.73,167,Świętokrzyskie
71011418801,Katarzyna,Woźniak,1045.72,176,Warmińsko-Mazurskie
00302016990,Tomasz,Kowalski,3920.79,221,Mazowieckie
01211246494,Anna,Zieliński,3429.75,187,Małopolskie
59030616675,Krzysztof,Lewandowski,1460.04,236,Podkarpackie
30121256846,Krzysztof,Lewandowski,3685.24,236,Zachodniopomorskie
68042255105,Piotr,Kamiński,2943.48,50,Łódzkie
74091231973,Zofia,Szymański,1320.32,290,Śląskie
45030210681,Katarzyna,Zieliński,2072.34,280,Pomorskie
89122728131,Piotr,Wiśniewski,3742.59,265,Małopolskie
32012097851,Agnieszka,Szymański,2646.58,87,Wielkopolskie
59070689710,Jan,Sikora,3319.17,213,Lubelskie
74071580341,Michał,Kowalski,2098.37,138,Warmińsko-Mazurskie
63060872611,Jan,Dąbrowski,2372.16,254,Lubuskie
97062763448,Krzysztof,Szymański,1098.5,209,Warmińsko-Mazurskie
33101154167,Agnieszka,Szymański,3603.61,179,Łódzkie
54010616753,Maria,Zieliński,1783.15,239,Podkarpackie
65070585697,Zofia,Zieliński,2604.82,94,Opolskie
00232219669,Maria,Wiśniewski,2440.4,107,Małopolskie
06292211966,Katarzyna,Kamiński,2893.7,299,Lubelskie
46041491748,Katarzyna,Wiśniewski,1673.18,229,Mazowieckie
52041145655,Jan,Zieliński,2628.97,70,Opolskie
42062752628,Katarzyna,Lewandowski,4863.5,264,Lubuskie
46112520988,Krzysztof,Kowalski,4689.91,263,Świętokrzyskie
44090740738,Tomasz,Sikora,4153.2,282,Łódzkie
79071089241,Agnieszka,Sikora,3783.25,74,Małopolskie
45061978176,Anna,Dąbrowski,1622.93,123,Opolskie
03231872190,Michał,Sikora,2630.07,300,Warmińsko-Mazurskie
73030459047,Tomasz,Wiśniewski,2296.34,214,Podlaskie
56110768587,Anna,Kowalski,3248.47,56,Świętokrzyskie
79120457148,Anna,Woźniak,3348.09,177,Łódzkie
57042128823,Michał,Lewandowski,4103.94,240,Świętokrzyskie
90072393182,Jan,Kowalski,3779.06,257,Pomorskie
89081591753,Zofia,Nowak,2842.55,207,Opolskie
65031613245,Tomasz,Woźniak,3348.75,296,Mazowieckie
67051111107,Agnieszka,Sikora,4654.18,204,Lubelskie
02240994923,Anna,Zieliński,1291.39,152,Opolskie
69121911114,Piotr,Szymański,2228.94,251,Opolskie
57082490821,Zofia,Wiśniewski,3982.42,140,Świętokrzyskie
66120246232,Maria,Kowalski,2888.82,122,Wielkopolskie
35071451064,Krzysztof,Nowak,2144.08,141,Podlaskie
97010494772,Piotr,Szymański,1272.86,157,Pomorskie
44051763756,Anna,Kamiński,2156.76,226,Dolnośląskie
45120619369,Tomasz,Woźniak,2901.14,221,Zachodniopomorskie
40062184661,Jan,Szymański,2492.34,150,Świętokrzyskie
98121656806,Zofia,Woźniak,2949.11,159,Zachodniopomorskie
44100949261,Katarzyna,Kamiński,2419.9,189,Łódzkie
30010397324,Krzysztof,Woźniak,2175.35,252,Łódzkie
62121385804,Katarzyna,Szymański,1609.67,53,Dolnośląskie
03211343478,Anna,Lewandowski,4309.66,282,Dolnośląskie
73031639747,Tomasz,Sikora,4003.59,155,Śląskie
64062674560,Michał,Kamiński,2508.98,252,Łódzkie
82070126675,Michał,Sikora,2294.64,86,Łódzkie
02241356760,Jan,Wiśniewski,3800.86,126,Kujawsko-Pomorskie
68041167517,Agnieszka,Nowak,1986.25,68,Zachodniopomorskie
56020121966,Maria,Sikora,2855.23,227,Mazowieckie
47030254063,Michał,Nowak,3295.61,66,Wielkopolskie
75020379742,Jan,Nowak,3223.54,211,Lubelskie
86100539673,Jan,Sikora,1063.76,163,Podlaskie
88060577892,Krzysztof,Wiśniewski,2801.66,256,Małopolskie
36042397983,Katarzyna,Wiśniewski,4280.29,81,Podlaskie
60021197150,Katarzyna,Kowalski,3301.5,264,Lubelskie
02261726662,Zofia,Sikora,1222.65,173,Kujawsko-Pomorskie
71080875598,Katarzyna,Dąbrowski,3171.32,91,Małopolskie
36121239289,Maria,Wiśniewski,3024.04,234,Opolskie
80101911506,Katarzyna,Kamiński,3307.63,178,Dolnośląskie
64030757921,Tomasz,Nowak,2643.92,189,Dolnośląskie
